Unnamed: 0,text,humor,pred,result,good,bad,precision,accuracy,recall,F1
137,And this can change entire ecosystems.,False,False,good,,,,,,
138,The grass is hippozee-er-rich in silica.,False,False,good,,,,,,
139,The silica gets used by diatoms.,False,False,good,,,,,,
140,A kind of algae that encases itself in little glass houses.,False,False,good,,,,,,
141,The diatoms can then out-compete green algae.,False,False,good,,,,,,
142,Which is good because green algae blooms can choke out all the sunlight in the body of water.,False,False,good,,,,,,
143,You want a nice healthy lake?,False,True,bad,,,,,,
144,Have a hippo shit in it.,True,True,good,,,,,,
145,Who knew?,False,False,good,,,,,,
146,But don't start thinking that hippos are just a group of mellow environmentalist river pooping hippies.,True,False,bad,,,,,,
147,"They've got some spunk to- we don't use that word, Jerry.",True,False,bad,,,,,,
148,They've got some attitude.,False,True,bad,,,,,,
149,I mean look at this one.,False,False,good,,,,,,
150,It's chasing a freaking boat.,False,False,good,,,,,,
151,They can gallop underwater.,False,False,good,,,,,,
152,And look it's got a bigger wake than the boat.,False,True,bad,,,,,,
153,I mean they're not bad on land either.,False,False,good,,,,,,
154,Those dense bones they have can support all that weight even in a sprint.,False,False,good,,,,,,
155,And in short stretches they can go 30 miles an hour.,False,False,good,,,,,,
156,I mean look at that thing.,False,False,good,,,,,,
157,Coming at you and that's a guaranteed pant load.,True,True,good,,,,,,
158,Now being a mucus covered giant bulldozer gives you some protection.,True,False,bad,,,,,,
159,But they also have a weaponized face.,False,False,good,,,,,,
160,You know when somebody yawns and then like you have to yawn?,False,True,bad,,,,,,
161,Imagine what it's like for the hippos because their yawn goes on for days.,True,True,good,,,,,,
162,This mouth wide open gesture exposes their canine teeth which can be over two feet long.,False,False,good,,,,,,
163,They never stop growing and they self-sharpen by rubbing against each other.,False,False,good,,,,,,
164,When you put all that together and you have a creature that really doesn't give a fuck. Look at this one.,True,False,bad,,,,,,
165,You know what he's doing?,False,False,good,,,,,,
166,Wait for it.,False,False,good,,,,,,
167,He's fucking with a rhino.,True,False,bad,,,,,,
168,And the rhino doesn't know what the hell's going on.,True,False,bad,,,,,,
169,He's like you sure about this bro.,True,True,good,,,,,,
170,And the hippo keeps at it until it does what you're not supposed to do.,False,False,good,,,,,,
171,Which is turn your backside to a pissed off rhino.,True,False,bad,,,,,,
172,Look at that.,False,False,good,,,,,,
173,Right in the noodle.,False,True,bad,,,,,,
174,However most of the hippos profound tothidity is reserved for other hippos.,False,False,good,,,,,,
175,A single alpha male has the exclusive right to mate with all the females in the pod.,False,False,good,,,,,,
176,Younger horny males hang out on the periphery and take out their sexual frustration on each other.,True,False,bad,,,,,,
177,Now if you're having trouble figuring out who's who you're not alone.,False,False,good,,,,,,
178,It turns out it's not that easy to tell the hippopotamuses from the hippopotamisters.,True,False,bad,,,,,,
179,Come on that's amazing.,False,False,good,,,,,,
180,Well in this shot you can probably tell.,False,False,good,,,,,,
181,And this is essentially what hippopornography looks like.,True,False,bad,,,,,,
182,It's why you don't see very much of it on your websites.,False,False,good,,,,,,
183,I mean you might get a shot of a nostril here there but it's sort of boring.,False,False,good,,,,,,
184,But I suppose don't judge until you've had a hippopotamus on top of yours.,True,False,bad,,,,,,
185,It's so bad.,False,False,good,,,,,,
186,Anyway that's how they do it and you know what happens next.,False,False,good,,,,,,
187,This right here is a mummy hippo in the process of giving birth to a brand new baby.,False,False,good,,,,,,
188,Birth usually happens under the water and the baby needs to learn quick how to come up for air.,False,False,good,,,,,,
189,It's not all that strong yet and it's still learning to hold its breath.,False,False,good,,,,,,
190,So for the time being mummy helps out with the nudge before it sinks back down like a flesh rock.,False,False,good,,,,,,
191,Soon enough though it gets the hang of it.,False,True,bad,,,,,,
192,For the first months the mummy hippo will raise the baby away from the pod for reasons that will be painfully obvious.,False,False,good,,,,,,
193,But for now this is about as sweet as a hippo relationship gets.,False,False,good,,,,,,
194,I mean come on those babies are cute.,False,True,bad,,,,,,
195,And look at pygmy hippo babies.,False,False,good,,,,,,
196,I mean that's off the charts.,False,False,good,,,,,,
197,It's like a gummy bear come to life.,True,False,bad,,,,,,
198,But parenting out there isn't all that easy.,False,False,good,,,,,,
199,No behind that that's a crocodile hot.,True,True,good,,,,,,
200,Hot.,True,False,bad,,,,,,
201,Oh for god's sakes.,True,True,good,,,,,,
202,At this size the babies are still vulnerable to predators that wouldn't take on a full grown hippo.,False,False,good,,,,,,
203,So it's helpful to have a full grown hippo around.,False,False,good,,,,,,
204,Look at the animal watching the whole thing.,False,False,good,,,,,,
205,Like wildlife rubber necking.,False,True,bad,,,,,,
206,It's like suck it leopard.,True,True,good,,,,,,
207,Yeah suck oh shit they're leaving.,True,True,good,,,,,,
208,It's a bit of an incredible adventure out there alone with your mother learning how best to hip a bottom.,False,False,good,,,,,,
209,And after surviving leopards and lions and crocodiles it's time for them to go back and re-enter the pod.,False,False,good,,,,,,
210,Which is perhaps more dangerous than all of what they've been through.,False,False,good,,,,,,
211,Now let's just say that our little friend made it back just fine.,False,False,good,,,,,,
212,But to understand the hippopotamus you should know that many don't.,False,False,good,,,,,,
213,If a new male is taken over the pod it will often kill returning pups.,False,False,good,,,,,,
214,It's a sad thing but a true thing.,False,False,good,,,,,,
215,And that's the thing with these hippos.,False,False,good,,,,,,
216,They alternate between this sort of serene calm and sudden moments of extreme violence.,False,False,good,,,,,,
217,But that sort of unpredictability might be the best way to stay alive.,False,False,good,,,,,,
218,And they have stayed alive.,False,False,good,,,,,,
219,Big buckets of flesh among lions and leopards.,False,False,good,,,,,,
220,And that is just how the hippo do.,False,False,good,,,,,,
221,No Jerry they're not using farts to echolocate.,True,True,good,,,,,,
222,How do I know?,False,False,good,,,,,,
223,For one what are they going to do?,False,False,good,,,,,,
224,Have a bean burrito three hours before they want to find a carrot?,True,True,good,,,,,,
225,They can't just fart on command Jerry.,True,True,good,,,,,,
226,And anyway they know it wasn't a fart.,False,True,bad,,,,,,
227,Well I don't know.,False,True,bad,,,,,,
228,They look for bubbles Jerry.,False,True,bad,,,,,,
229,Do your magic sonar farts not make bubbles?,True,True,good,,,,,,
230,No.,True,False,bad,,,,,,
231,No you cannot use my bathtub.,True,True,good,,,,,,
232,Idiot.,True,False,bad,,,,,,
0," So you might see something I've been working on in the news this week, a road map to pandemic resilience.",False,False,good,,,,,,
1,"And this is a four-real thing that represents a consensus of people with every political belief and expertise, like 
Republicans and Democrats and libertarians, economists and health officials and ethics and civil liberties folks, 
and at least one mathematician, all agreeing.",False,False,good,,,,,,
2,So there's a few ways we could respond to this pandemic.,False,False,good,,,,,,
3,"In the US, we already closed down a lot of stuff for a while, and it's hard.",False,False,good,,,,,,
4,"But now it looks like the curve is starting to flatten, and we know it's going to keep falling in the near term, and 
all of us want to get back to our lives.",False,False,good,,,,,,
5,We don't know exactly what this side of the curve will look like.,False,False,good,,,,,,
6,"You've probably seen versions that are optimistically symmetric, but unrealistic.",False,False,good,,,,,,
7,"It'll probably look less like this, and more like this, which I modeled off of Spain.",False,False,good,,,,,,
8,"Okay, so say we reopen soon, and whoops, that's not ideal.",False,True,bad,,,,,,
9,"Okay, say less affected areas can reopen.",False,False,good,,,,,,
10,"New York is still closed, and then some of us at least get a month of freedom and economic activity before we 
have to reshut down and do it all again.",False,False,good,,,,,,
11,"And again, it would be a reopening roller coaster, and it would at least spread out the cases, but this plan has 
a lot of unknowns.",False,False,good,,,,,,
12,"It wouldn't be back to business as usual when things are open, because businesses won't be able to rely on each 
other to stay open or on their workers to not all fall sick at once.",False,False,good,,,,,,
13,Anywhere could be the next hotspot.,False,False,good,,,,,,
14,It makes it hard to plan and hard to feel safe.,False,False,good,,,,,,
15,So here's another way to respond.,False,False,good,,,,,,
16,"The plan that all these folks agree on is to reopen the economy this summer in four phases, so that the curve 
keeps falling, and we can stay open while protecting your health and civil liberties.",False,False,good,,,,,,
17,There's three things we need to do this.,False,False,good,,,,,,
18,Number one is testing.,False,False,good,,,,,,
19,"We simply need more tests, a lot more, like millions a day, and these tests will be fast.",False,False,good,,,,,,
20,No one wants to wait days for their results.,False,False,good,,,,,,
21,Number two is tracing.,False,False,good,,,,,,
22,"Contact tracing is how we let you know if there's a chance you've been exposed, so you can get a test and find 
out fast whether you should isolate to stop it from spreading further.",False,False,good,,,,,,
23,And number three is supported isolation.,False,False,good,,,,,,
24,"Anyone who tests positive or is waiting for their results needs support isolate at home with health care supplies 
and job protections.",False,False,good,,,,,,
25,So testing tracing supported isolation.,False,False,good,,,,,,
26,"It's possible, but it takes resources.",False,False,good,,,,,,
27,So we made our plan as epic as we needed to be to get this done responsibly this summer.,False,False,good,,,,,,
28,"Okay, so first is phase one.",False,False,good,,,,,,
29,Here's where we see the curve flatten and fall by giving our essential workers the support and care they need.,False,False,good,,,,,,
30,40% of the economy is already open.,False,False,good,,,,,,
31,"Thanks to essential workers like nurses, grocery store workers, utilities maintenance workers, police and 
firefighters, restaurant and delivery workers.",False,False,good,,,,,,
32,"They didn't ask to be put on the front lines of this crisis, but they've stepped up to the challenges.",False,False,good,,,,,,
33,"So in phase one, we grow our resources to support those essential workers and turn our current limited 
economy into a pandemic resilient foundation.",False,False,good,,,,,,
34,"We'll hear from our neighbors and friends who work in delivery and law enforcement that thanks to testing and 
tracing, they don't have to wonder anymore if they might be spreading the disease without even knowing it.",False,False,good,,,,,,
35,And they don't have to worry about co-workers having it without knowing it.,False,False,good,,,,,,
36,"When someone tests positive, they get sick leave, they have other worker protection, so no one is worried 
about getting fired for being sick if they take a test.",False,False,good,,,,,,
37,"We'll hear from our elders and care facilities that now there's testing in place to make sure there's no chance for 
this disease to spread out of control.",False,False,good,,,,,,
38,"That goes for anyone in frequent contact with essential workers, including folks in jails and prisons.",False,False,good,,,,,,
39,"Some folks will be going through online training to fill in for essential workers, maybe a teacher you know 
trained to do in-home childcare to sub in for someone who's gotten ill, and maybe a neighbor who has 
experienced caring for an elderly relative decides to take the course and is ready to fill in.",False,False,good,,,,,,
40,How and where testing gets done might also depend on the community.,False,False,good,,,,,,
41,"We know that the best way to prevent spread is to find out who was in contact with someone who tests 
positive, so that those people can get tested quickly and have results within 24 hours.",False,False,good,,,,,,
42,"Some communities already have networks of contact tracer that people trust to do this work in a way that 
protects their rights.",False,False,good,,,,,,
43,"While in some communities, we might hear about people working together to build these networks.",False,False,good,,,,,,
44,Maybe some will use technology to help.,False,False,good,,,,,,
45,"The better we are at contact tracing, the faster we can move on to phase two.",False,False,good,,,,,,
46,"But worst case, we just have to make a lot more tests.",False,False,good,,,,,,
47,"Because in phase one, most of us are still isolating at home, so we only need to produce enough tests to keep 
those essential workers safe.",False,False,good,,,,,,
48,"Meanwhile, we'll hear about all the innovative ways communities and companies are expanding contact tracing 
and making it work to bring down the number of cases to where we can move to phase two.",False,False,good,,,,,,
49,"In phase two, well, we've got our stable foundation of 40%.",False,False,good,,,,,,
50,So now we expand essential workers to 70%.,False,False,good,,,,,,
51,"Communities will be empowered to put programs in place to train and hire more people in essential jobs, 
lightening the burden on the current essential workforce.",False,False,good,,,,,,
52,We'll be able to address supply chain problems.,False,False,good,,,,,,
53,You can find toilet paper in stores and order pasta online again.,False,False,good,,,,,,
54,"We might see one city get more buses on the street and hire more folks to drive those buses, so that expanded 
essential workers can get to their jobs safely without being in a crowded environment.",False,False,good,,,,,,
55,"Another city without buses to spare might invest in hiring a set of workers to build out more public transit 
infrastructure.",False,False,good,,,,,,
56,"More people will get hired to serve in roles in unemployment and retraining, so more people can access support.",False,False,good,,,,,,
57,A doctor who's tested positive and has to isolate might teach courses on how to do a swab test.,False,False,good,,,,,,
58,"A contact tracer with 20 years experience might partner with their county to start an online training program for 
contact tracers.",False,False,good,,,,,,
59,Maybe the Bay Area leans heavily on appassisted contact tracing.,False,False,good,,,,,,
60,"Maybe LA partners with an organization like Unidos, US, to work with immigrants on community run contact 
tracing they trust.",False,False,good,,,,,,
61,"In a rural county like mine, maybe we do most of our contact tracing the old fashioned way over the phone with 
one of our local figures that everyone already knows anyway, and we can take a test at the old elementary 
school if we need to.",False,False,good,,,,,,
62,Maybe we apply for funding to expand our tiny hospital and there's a demand for construction workers to build it out.,False,False,good,,,,,,
63,"During this phase, which will probably be most of June, we can allow a relaxation of certain social distancing 
measures for those essential workers on the front lines.",False,False,good,,,,,,
64,"We'll still have to cancel large gatherings, but the group of expanded essential workers can safely visit and support 
each other.",False,False,good,,,,,,
65,"We'll see restaurants that are currently doing takeout for the general population can be open to serve essential 
workers on site.",False,False,good,,,,,,
66,"If there's any question of exposure, there's enough tests to find out, and the health resources to respond as necessary.",False,False,good,,,,,,
67,We'll see our friends and relatives in essential sectors go from stress and scared to secure and supported.,False,False,good,,,,,,
68,"Before long, 70% of the population is part of a smoothly working pandemic resilient economy, and so we move on to 
phase three.",False,False,good,,,,,,
69,Phase three is short and sweet.,False,False,good,,,,,,
70,"It gets our workforce back to 100%, though some of us will still be working from home.",False,False,good,,,,,,
71,"It lasts just a week or two, and by the end, there will be no corona-induced unemployment.",False,False,good,,,,,,
72,"Phase three is where non-essential businesses like hair and nail salons work that cannot be done remotely will 
restart with safety precautions like public mask wearing.",False,False,good,,,,,,
73,"Maybe a friend reopens his hair salon, giving priority to essential workers in his community like doctors and bus drivers.",False,False,good,,,,,,
74,"He knows they are able to get testing if there's a chance they've been exposed, so that if any of his clients do test 
positive, he'll be informed by a contact tracer that he should get tested too in case.",False,False,good,,,,,,
75,"He makes sure to only have one client in his shop at a time and take special precautions to clean down surfaces 
between clients.",False,False,good,,,,,,
76,"Office workers and mathematicians like me will still be working from home in phase three and asked not to go 
out for just this next week or two, but now I can get a home visit from a hair colorist or a massage therapist.",False,False,good,,,,,,
77,"I'll leave the on-location visits for the workers who don't have the at-home job security I have, just until we've 
ramped up our supplies to where we can move on to phase four.",False,False,good,,,,,,
78,"Phase three also increases support for the unemployed, homeless, and underhoused.",False,False,good,,,,,,
79,"This phase is probably early July, so I'll be looking to my county for guidance on whether it's safe to have a small 
fourth of July gathering, maybe keeping our distance outside on the porch or following other recommendations.",False,False,good,,,,,,
80,"And then at the end of July, we enter phase four.",False,False,good,,,,,,
81,The last 20% of workers still working from home can start going to the office again.,False,False,good,,,,,,
82,"You might start going in just a few days a week after taking a test, covered by insurance, and then working from home 
for the rest of the week while a different group of workers has in office days.",False,False,good,,,,,,
83,"Some industries might face things differently, and different offices will make different decisions based on guidance 
and resources.",False,False,good,,,,,,
84,"We can plan for summer barbecues with our family and friends, because we'll have clear guidance about safety and 
access to tests.",False,False,good,,,,,,
85,"We can go to parks and go shopping, wearing a mask without fear that coronavirus is lying in weight on every surface.",False,False,good,,,,,,
86,"A restaurant owner in New York where tables are usually spaced close together might have to reduce capacity, but 
they're happy to have office workers able to dine out again.",False,False,good,,,,,,
87,"In my town, maybe most restaurants have enough space that folks can keep a safe distance at about the usual capacity.",False,False,good,,,,,,
88,"Maybe our local club replaces the dance floor with safely spaced bar tables, and they hire local performers to give 
live shows so that they can charge a cover to make up for reduced capacity.",False,False,good,,,,,,
89,"In phase four, students can go back to school.",False,False,good,,,,,,
90,"Well, it's probably summer vacation for most, but some school districts might have summer classes where students 
can get out of the house and catch up on what they missed in spring.",False,False,good,,,,,,
91,Summer sports teams might have to get creative.,False,False,good,,,,,,
92,"Football, hockey, and basketball coaches will be inventing and sharing drills that have reduced contact.",False,False,good,,,,,,
93,Parents might take turns attending games so that they can fill every other bleachers seat to maintain distance.,False,False,good,,,,,,
94,"There's enough tests that professional sports organizations can pay to have players tested every day to identify cases 
before they can spread meaning.",False,False,good,,,,,,
95,You can expect to see televised sports again.,False,False,good,,,,,,
96,"We'll have enough tests for educational institutions to be able to get additional testing support, like maybe my 
cousins college dorm is pretty crowded so they can expect to test more frequently if they want to stay there.",False,True,bad,,,,,,
97,"In phase four, life enters a comfortable new normal for the year before a vaccine, with communities receiving 
up-to-date information on what's safe and the economy coming back into full swing.",False,False,good,,,,,,
98,"Things won't be quite the same, we'll be wearing masks in public, moving large events online, and keeping a bit 
more distance than usual.",False,False,good,,,,,,
99,"But some of our investments will benefit us in the long term, like expanding our public transportation and health 
infrastructure.",False,False,good,,,,,,
100,"Our economy will be pandemic resilient, not just for this pandemic, but ready to hold strong against future attacks.",False,False,good,,,,,,
101,"Throughout these four phases, we're going to see communities being empowered to find creative ways to reopen in 
ways that are safe, legal, and supported with the healthcare infrastructure they need to do testing.",False,False,good,,,,,,
102,Trace those who have been exposed care for this sick and support those who must isolate at home.,False,False,good,,,,,,
103,So you might be wondering how do we get these resources available for states and local governments to use?,False,False,good,,,,,,
104,"Basically, we need a pandemic testing board with strong but narrow powers to get the supply chain moving, with 
50 to 500 billion in funding over two years, depending on how effectively we do contact tracing, plus unexpanded health reserves.",False,False,good,,,,,,
105,"It's a wartime level investment that we are more than capable of, and it costs a lot less than repeatedly shutting down 
the economy in both lives and money.",False,False,good,,,,,,
106,"We've done our homework on this, so check it out along with the body of supporting work if you're interested.",False,False,good,,,,,,
107,And people across disciplines and ideologies agree on this plan.,False,False,good,,,,,,
108,We can do this.,False,False,good,,,,,,
109,You can do this.,False,False,good,,,,,,
110,"Connect with your communities, look for ways to be involved, or create them where you are.",False,False,good,,,,,,
111,"This is for real, and I've never felt so encouraged and hopeful.",False,False,good,,,,,,
112,"Everyone I've worked with on this project has jumped in to say, what can I do?",False,True,bad,,,,,,
113,How can I help?,False,False,good,,,,,,
114,"People who disagree on everything else and who would ordinarily refuse to be in a room together are working 
together on this.",False,False,good,,,,,,
115,"In ways I would have never, ever expected possible.",False,False,good,,,,,,
116,"It's kind of miraculous, and I wanted you to know, I wanted you to know it's real, that if you see it on the news with 
some big institutional names attached, claiming all those good stuff about partnership and cooperation, I've been in 
the room with these folks, I mean virtually in the room, but you know, and it's true.",False,False,good,,,,,,
117,People are working together.,False,False,good,,,,,,
118,"They are deciding together that we can do this, and we can.",False,False,good,,,,,,
119,"If you're the hashtagging profile, picturing type, let me tell you hashtag how we reopen.",False,True,bad,,,,,,
120,We've got icons to see the links below like pandemictesting.org.,False,False,good,,,,,,
121,"Let people know, including your local leaders and elected officials, that they should take a look at this report sooner 
rather than later.",False,False,good,,,,,,
122,"I mean, we've already got a lot of momentum, but things are moving so fast with this pandemic.",False,False,good,,,,,,
123,"We could use all the momentum we can get, and I'm pretty sure time isn't obeying the laws of physics right now, 
so yeah, your help would be appreciated.",False,False,good,,,,,,
124,"Okay, that's all for today.",False,False,good,,,,,,
125,"I send my best to you, and I'm looking forward to seeing the future you help create.",False,False,good,,,,,,
0, I want to tell you about exotic objects in topology.,False,False,good,,,,,,
1,"Before I do that, let me just tell you more generally what topologists do.",False,False,good,,,,,,
2,"We study geometric shapes, but unlike in ordinary geometry, we don't care about lengths, angles, areas, volumes.",False,False,good,,,,,,
3,We don't care about any of that.,False,False,good,,,,,,
4,We just care about what properties geometric shapes have that aren't changed when you deform them.,False,False,good,,,,,,
5,"And by deform, I mean you're allowed to bend it and twist it and stretch it as if it's made of an elastic material, but you're not allowed to break it.",False,False,good,,,,,,
6,"So a square, for example, if we started manipulating that, it would very quickly not be a square anymore.",False,False,good,,,,,,
7,That's right.,False,False,good,,,,,,
8,"We have a square right here, and I could turn it into a circle or more or less a circle by just bending it.",False,False,good,,,,,,
9,And I could also turn it into a triangle.,False,False,good,,,,,,
10,"But what I cannot do is turn, let's say, a circle into two circles.",False,False,good,,,,,,
11,"The only way to do this would be to break it and then glue it back, but that's not allowed.",False,False,good,,,,,,
12,"Similarly, I could have a ball and I could turn it into a cube.",False,False,good,,,,,,
13,There's a saying that topologists are people who cannot tell a part donuts from coffee mugs.,True,False,bad,,,,,,
14,"So for example, here is a donut.",False,False,good,,,,,,
15,And here is a coffee mug.,False,False,good,,,,,,
16,"I mean, they're the same.",False,False,good,,,,,,
17,They're the same for us because you could deform one into the other.,False,False,good,,,,,,
18,They both have this hole through them.,False,False,good,,,,,,
19,"But what I cannot do is turn the donut into a ball, because the ball doesn't have a hole.",False,False,good,,,,,,
20,So I don't want to punch a hole in it.,False,False,good,,,,,,
21,That's not allowed.,False,False,good,,,,,,
22,"And well, I could do that by taking a bite out of the donut.",False,False,good,,,,,,
23,"But with topologist, or healthy people were not supposed to be eating donuts.",True,False,bad,,,,,,
24,The objects that we mostly care about are called manifolds.,False,False,good,,,,,,
25,"These are objects that look from any given point, they look pretty much like flat space or n-dimensional hyper space.",False,False,good,,,,,,
26,What is n-dimensional hyper space?,False,False,good,,,,,,
27,"In dimension one, we have a line.",False,False,good,,,,,,
28,"In dimension two, we have the plane.",False,False,good,,,,,,
29,"In dimension three, we have space.",False,False,good,,,,,,
30,"And then you can think about dimension four, just add another variable, say time.",False,False,good,,,,,,
31,And that's four-dimensional hyper space.,False,False,good,,,,,,
32,"And you can just add more variables, five-dimensional, and six-dimensional, and so on.",False,False,good,,,,,,
33,"It's not something that we can visualize, but we can think of it mathematically anyway.",False,False,good,,,,,,
34,And we can write down equations.,False,False,good,,,,,,
35,And manifold in this space.,False,False,good,,,,,,
36,Or are manifolds in space themselves?,False,False,good,,,,,,
37,"They can sit in the space, but they could also look like that space around any point.",False,False,good,,,,,,
38,So let me tell you an example.,False,False,good,,,,,,
39,The surface of the Earth is a great example.,False,False,good,,,,,,
40,"It's a sphere, more or less.",False,False,good,,,,,,
41,It's called a geowide.,False,False,good,,,,,,
42,It has mountains and valleys.,False,False,good,,,,,,
43,"But remember, we can all deform them and make it into a sphere.",False,False,good,,,,,,
44,Topological it's a sphere.,False,False,good,,,,,,
45,And it sits in three-dimensional space.,False,False,good,,,,,,
46,"But around any point, it looks like two-dimensional plane.",False,False,good,,,,,,
47,Because I can move basically two directions.,False,False,good,,,,,,
48,"I can move left and right, and forwards and backwards.",False,False,good,,,,,,
49,There are two degrees of freedom.,False,False,good,,,,,,
50,So that's what I'm saying.,False,False,good,,,,,,
51,"That the sphere is a two-dimensional manifold, even though it lives in three-dimensional space.",False,False,good,,,,,,
52,OK. Other examples of two-dimensional manifolds would be the surface of the donut.,False,False,good,,,,,,
53,Or this famous Klein bottle.,False,False,good,,,,,,
54,"Yes, if I live on it, again, I wouldn't be able to tell the difference from a plane.",False,False,good,,,,,,
55,"Just like it's pretty hard to tell the difference between a plane and the Earth, the sphere, from where we are.",False,False,good,,,,,,
56,"To really tell them apart, you would have to go far away and see that you come back.",False,False,good,,,,,,
57,There are also one-dimensional manifolds.,False,False,good,,,,,,
58,Like the circle right here.,False,False,good,,,,,,
59,It's a one-dimensional manifold.,False,False,good,,,,,,
60,"If we only lived on the circle, then we would only have one direction in which to move in.",False,False,good,,,,,,
61,"And then there are three-dimensional manifolds, like our ordinary space or the universe.",False,False,good,,,,,,
62,"Around every point, it looks like we have three dimensions to go into.",False,False,good,,,,,,
63,We also have the bottom and top.,False,False,good,,,,,,
64,But we actually don't know the shape of the universe.,False,False,good,,,,,,
65,It's a three-dimensional manifold.,False,False,good,,,,,,
66,"It could be hyperspace, but it could be what's called a three-dimensional hypersphere.",False,False,good,,,,,,
67,"Perhaps if we go very high up, then we would come back to where we are.",False,False,good,,,,,,
68,"Nobody has done that, but we don't know if it's possible or not.",False,False,good,,,,,,
69,"Just like on the surface of the Earth, when you go around, you come back.",False,False,good,,,,,,
70,So we just know it's a three-dimensional manifold.,False,False,good,,,,,,
71,Is there no way to test for that?,False,False,good,,,,,,
72,"It's strange that we could not know that even the one we're living in, the one we're living and breathing in.",False,False,good,,,,,,
73,That is the only way to test to walk forever and see if I come back.,False,False,good,,,,,,
74,"No, there are other ways.",False,False,good,,,,,,
75,People are looking at the cosmic microwave background radiation.,False,False,good,,,,,,
76,And they have put forward various theories about what the shape of the universe is.,False,False,good,,,,,,
77,But there is no definite theory that everyone accepts.,False,False,good,,,,,,
78,It's not yet known what shape it is.,False,False,good,,,,,,
79,But there are some hints from the universe.,False,False,good,,,,,,
80,"OK, so we have three-dimensional objects, and then we can think about four dimensionals and so on.",False,False,good,,,,,,
81,A good example is this hypersphere.,False,False,good,,,,,,
82,"So in dimension one, we have the circle, which is a one-dimensional manifold, and it's the set of points at the given distance from the origin.",False,False,good,,,,,,
83,It's given by the equation x squared plus y squared equals one.,False,False,good,,,,,,
84,"Similarly, we have this sphere, which is, again, the set of points at distance one from a given point, but it lives in three-dimensional space, and it's given by the equation x squared plus y squared plus z squared equals one.",False,False,good,,,,,,
85,And we can generalize this.,False,False,good,,,,,,
86,"We can talk about the n-dimensional hypersphere, which is given by the equation x1 squared plus dot dot dot plus xn squared plus another variable xn plus one squared equals one.",False,False,good,,,,,,
87,"It lives in n plus one dimensional space, and it's an n-dimensional manifold.",False,False,good,,,,,,
88,"Now I'm getting to the crux of the matter, the exotic objects.",False,False,good,,,,,,
89,What are exotic objects?,False,False,good,,,,,,
90,"These are things that are topologically the same, but are smoothly different.",False,False,good,,,,,,
91,So there are two ways of thinking about the formations in topology.,False,False,good,,,,,,
92,"I showed you before that a circle can be turned into a square, and in the process, of course, you have to make a corner.",False,False,good,,,,,,
93,"Now the circle is smooth, and you can turn it into other smooth curves, like maybe something like an elix, and the process would be smooth.",False,False,good,,,,,,
94,"Now could it be that we have two smooth objects, and you can deform one into the other, but the only way to do so is by making corners somewhere in the middle.",False,False,good,,,,,,
95,"Then those objects would be topologically the same, but smoothly different.",False,False,good,,,,,,
96,"And I don't know, if you're more familiar with one of the objects, you would say that the second one is an exotic copy of the other one.",False,False,good,,,,,,
97,"It's like if you live on the first object and you go to the second one, it's like going to an exotic location.",False,False,good,,,,,,
98,"Some things are the same, but some things are just different.",False,False,good,,,,,,
99,Now how can this be?,False,False,good,,,,,,
100,"How can you have two smooth things, but to deform one into the other, you need to make corners?",False,False,good,,,,,,
101,Here is an example.,False,False,good,,,,,,
102,"We have a figure eight, and can I turn it into a circle?",False,False,good,,,,,,
103,"Well, I can do so if I make one of the loops smaller and smaller, but at some point I have to make a corner, and then it becomes a circle.",False,False,good,,,,,,
104,Now that's not actually a good example.,False,False,good,,,,,,
105,"Because if I had a third dimension, if I allow myself to just lift this up, then it would become a circle just smoothly.",False,False,good,,,,,,
106,So this is not a real example of exotic objects.,False,False,good,,,,,,
107,"In fact, I cannot show you exotic objects, because they don't exist in dimensions one, two, and three, in the dimensions that we can easily visualize.",False,False,good,,,,,,
108,They only start existing in dimension four and higher.,False,False,good,,,,,,
109,"The first examples were found in 1956 by a mathematician called John Melner, and they were found in dimension seven.",False,False,good,,,,,,
110,They are exotic hypersphere of seven dimensions.,False,False,good,,,,,,
111,"So there is some object on exotic sphere that you can deform into the ordinary seven-dimensional sphere, but not smoothly.",False,False,good,,,,,,
112,An exotic sphere is a smooth object that I can deform into a sphere.,False,False,good,,,,,,
113,But I cannot deform it smoothly.,False,False,good,,,,,,
114,I would have to make corners in the middle.,False,False,good,,,,,,
115,Let me show you now the numbers of spheres in each dimension.,False,False,good,,,,,,
116,"In dimension one, two, three, there's just one, the standard one.",False,False,good,,,,,,
117,The same goes in dimensions five and six.,False,False,good,,,,,,
118,"Now in dimension seven, we actually have 28 spheres.",False,False,good,,,,,,
119,"So there's the standard one, and then there are 27 different ones.",False,False,good,,,,,,
120,"Then we have two spheres in dimension eight, then eight, then six, then in dimension eleven, we have 992 spheres.",False,False,good,,,,,,
121,"In dimension twelve, we have just one, then three, then two, then sixteen thousand, then two hundred and fifty-six, and so on.",False,False,good,,,,,,
122,"If you look at the sequence of numbers, it looks strange.",False,False,good,,,,,,
123,"I grant you that, but there are some patterns.",False,False,good,,,,,,
124,"For example, in dimensions seven, eleven, fifteen, every four dimensions, you get a lot more exotic spheres than in the other nearby dimensions.",False,False,good,,,,,,
125,One thing you can ask is in what dimensions do exotics spheres exist?,False,False,good,,,,,,
126,And in what dimensions does just the standard one?,False,False,good,,,,,,
127,"We see that there's just one sphere in dimensions one, two, three, five, six, twelve, and also mathematicians figure it out.",False,False,good,,,,,,
